sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
1808,Ag,0,Enterococcus faecalis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1809,Ag,0,Staphylococcus aureus,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1810,Ag,0,Bacillus subtilis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,1250,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1811,Ag,0,Bacillus cereus,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1812,Ag,0,Enterococcus faecalis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,39,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1813,Ag,0,Lactobacillus rhamnosus,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1814,Ag,0,Bifidobacterium animalis subsp. lactis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,78,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1815,Ag,0,Escherichia coli,0,,Green synthesis using Agrimonia eupatoria L.,MBC,156,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1816,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1817,Ag,0,Escherichia coli,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1818,Ag,0,Salmonella enterica,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1819,Ag,0,Salmonella typhimurium,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1820,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1821,Ag,0,Proteus mirabilis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1822,Ag,0,Klebsiella pneumoniae,0,,Green synthesis using Agrimonia eupatoria L.,MBC,2500,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1823,Ag,0,Staphylococcus aureus,0,,Green synthesis using Agrimonia eupatoria L.,MBC,156,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1824,Ag,0,Bacillus subtilis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,1250,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1825,Ag,0,Enterococcus faecalis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,1250,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1826,Ag,0,Staphylococcus aureus,0,,Green synthesis using Agrimonia eupatoria L.,MBC,1250,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1827,Ag,0,Bacillus subtilis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,>5000,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1828,Ag,0,Bacillus cereus,0,,Green synthesis using Agrimonia eupatoria L.,MBC,2500,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1829,Ag,0,Enterococcus faecalis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,78,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1830,Ag,0,Lactobacillus rhamnosus,0,,Green synthesis using Agrimonia eupatoria L.,MBC,625,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1831,Ag,0,Bifidobacterium animalis subsp. lactis,0,,Green synthesis using Agrimonia eupatoria L.,MBC,78,,,20.0,50.0,40.0,,24.0,,water,,,AgNO3,5.0,,6.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1832,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1833,Ag,0,Pseudomonas aeruginosa,0,ATCC 27853,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1834,Ag,0,Escherichia coli,0,,Green synthesis using Agrimonia eupatoria L.,MIC,1250,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1835,Ag,0,Salmonella enterica,0,,Green synthesis using Agrimonia eupatoria L.,MIC,1250,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1836,Ag,0,Salmonella typhimurium,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1837,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1838,Ag,0,Proteus mirabilis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1839,Ag,0,Klebsiella pneumoniae,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1840,Ag,0,Staphylococcus aureus,0,ATCC 25923,Green synthesis using Agrimonia eupatoria L.,MIC,156,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1841,Ag,0,Bacillus subtilis,0,ATCC 6633,Green synthesis using Agrimonia eupatoria L.,MIC,156,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1842,Ag,0,Enterococcus faecalis,0,ATCC 29212,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1843,Ag,0,Staphylococcus aureus,0,,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1844,Ag,0,Bacillus subtilis,0,,Green synthesis using Agrimonia eupatoria L.,MIC,625,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
1845,Ag,0,Bacillus cereus,0,,Green synthesis using Agrimonia eupatoria L.,MIC,312.5,,,20.0,50.0,40.0,,24.0,,aceton,,,AgNO3,5.0,,4.0,https://pubs.rsc.org/en/content/articlelanding/2024/ra/d3ra07819a,10.1039/D3RA07819A,202,RSC Advances,Royal Society of Chemistry (RSC),2024,Biosynthesis and characterization of silver nanoparticles synthesized using extracts ofпїЅAgrimonia eupatoriaпїЅL. andпїЅin vitroпїЅandпїЅin vivoпїЅstudies of potential medicinal applications,True,True,gold,202_d3ra07819a.pdf,1
