sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
2255,Au,Escherichia coli,,green_synthesis using Pleurotus ostreatus,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,38.0,,,,3.9,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2256,Au,Escherichia coli,,green_synthesis using Pleurotus ostreatus,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,17.0,,,,15.62,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2257,Au,Candida albicans,,green_synthesis using Pleurotus ostreatus,Levofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,15.62,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2258,Au,Candida albicans,,green_synthesis using Pleurotus ostreatus,Azithromycin,15.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,15.62,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2259,Au,Candida albicans,,green_synthesis using Pleurotus ostreatus,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,15.62,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2260,Au,Candida albicans,,green_synthesis using Pleurotus ostreatus,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,7.81,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2261,Au,Bacillus subtilis,,purchased from Sigma Aldrich,Levofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,28.0,,,,15.62,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2262,Au,Bacillus subtilis,,purchased from Sigma Aldrich,Azithromycin,15.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,27.0,,,,62.5,,,,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2263,Au,Bacillus subtilis,,purchased from Sigma Aldrich,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,26.0,,,,1.25,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2264,Au,Bacillus subtilis,,purchased from Sigma Aldrich,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,18.0,,,,5.0,,,-45.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2265,Au,Staphylococcus aureus,,purchased from Sigma Aldrich,Levofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,25.0,,,,10.0,,,-49.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2266,Au,Staphylococcus aureus,,purchased from Sigma Aldrich,Azithromycin,15.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,26.0,,,,5.0,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2267,Au,Staphylococcus aureus,,purchased from Sigma Aldrich,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,25.0,,,,10.0,,,-45.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2268,Au,Staphylococcus aureus,,purchased from Sigma Aldrich,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,17.0,,,,20.0,,,-49.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2269,Au,Escherichia coli,,purchased from Sigma Aldrich,Levofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,36.0,,,,1.25,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2270,Au,Escherichia coli,,purchased from Sigma Aldrich,Azithromycin,15.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,25.0,,,,2.5,,,-45.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2271,Au,Escherichia coli,,purchased from Sigma Aldrich,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,38.0,,,,2.5,,,-49.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2272,Au,Escherichia coli,,purchased from Sigma Aldrich,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,17.0,,,,5.0,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2273,Au,Candida albicans,,purchased from Sigma Aldrich,Levofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,10.0,,,-45.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2274,Au,Candida albicans,,purchased from Sigma Aldrich,Azithromycin,15.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,10.0,,,-49.8,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2275,Au,Candida albicans,,purchased from Sigma Aldrich,Ciprofloxacin,5.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,2.5,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
2276,Au,Candida albicans,,purchased from Sigma Aldrich,Amoxicillin,25.0,25.0,10.0,30.0,20.0,spherical,disc_diffusion,0.0,,,,2.5,,,-37.6,,,,https://japsonline.com/admin/php/uploads/2634_pdf.pdf,10.7324/japs.2018.8516,57,24.0,,,,,,Journal of Applied Pharmaceutical Science,MediPoeia,2018,Biosynthesis Physico-Chemical Optimization of Gold Nanoparticles as Anti-Cancer and Synergetic Antimicrobial Activity Using�Pleurotus ostreatus�Fungus,True,True,green,57_2634_pdf.pdf,1
