sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
2770,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Gentamicin,50.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,14.0,,,,24.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2771,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Streptomycin,25.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,13.0,,,,19.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2772,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Ciprofloxacin,5.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,20.0,,,,24.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2773,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Norfloxacin,10.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,15.0,,,,17.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2774,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Clarithromycin,15.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,17.0,,,,19.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2775,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Erythromycin,15.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,15.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2776,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Clindamycin,10.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,20.0,,,,26.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2777,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Co-trimoxazole,25.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,17.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2778,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Nalidixic acid,30.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,16.0,,,,16.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2779,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Rifampicin,15.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,25.0,,,,29.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2780,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Tetracycline,30.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,21.0,,,,26.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2781,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Sulphazidime,25.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,12.0,,,,17.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
2782,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Chloramphenicol,30.0,20.0,20.0,20.0,20.0,irregular,disc_diffusion,18.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1
