sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
54,Ag,0,Salmonella typhimurium,0,ATCC SC14028,chemical_synthesis,MIC,10,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
55,Ag,0,Salmonella typhimurium,0,ATCC SC14028,chemical_synthesis,MIC,10,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
56,Ag,0,Salmonella typhimurium,0,ATCC SC14028,chemical_synthesis,MIC,10,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
57,Ag,0,Salmonella typhimurium,0,ATCC SC14028,chemical_synthesis,MIC,10,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
58,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
59,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
60,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
61,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
62,Ag,0,Staphylococcus aureus,0,clinical isolate,chemical_synthesis,MIC,12,,,20.0,50.0,35.0,spherical,24.0,-18.0,,,,,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224904,10.1371/journal.pone.0224904,28,PLOS ONE,Public Library of Science (PLoS),2019,Enhancement of antibiotics antimicrobial activity due to the silver nanoparticles impact on the cell membrane,True,True,gold,28_10.1371@journal.pone.0224904.pdf,1,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,True
176,Ag,0,Bacillus cereus,0,ATCC 13061,green_synthesis,MIC,25,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
177,Ag,0,Bacillus cereus,0,ATCC 13061,green_synthesis,MBC,50,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
178,Ag,0,Escherichia coli,0,ATCC 43890,green_synthesis,MIC,50,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
179,Ag,0,Escherichia coli,0,ATCC 43890,green_synthesis,MBC,100,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
180,Ag,0,Listeria monocytogenes,0,ATCC 19115,green_synthesis,MIC,25,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
181,Ag,0,Listeria monocytogenes,0,ATCC 19115,green_synthesis,MBC,50,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
182,Ag,0,Salmonella typhimurium,0,ATCC 43174,green_synthesis,MIC,50,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
183,Ag,0,Salmonella typhimurium,0,ATCC 43174,green_synthesis,MBC,100,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
184,Ag,0,Staphylococcus aureus,0,ATCC 49444,green_synthesis,MIC,12.5,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
185,Ag,0,Staphylococcus aureus,0,ATCC 49444,green_synthesis,MBC,25,,,31.0,69.0,45.26,spherical,24.0,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,10.3389/fmicb.2017.00167,12,Frontiers in Microbiology,Frontiers Media SA,2017,Antibacterial Activity and Synergistic Antibacterial Potential of Biosynthesized Silver Nanoparticles against Foodborne Pathogenic Bacteria along with its Anticandidal and Antioxidant Effects,True,True,gold,12_patra2017.pdf,1,data/pdfs/pdf_seltox/12_patra2017.pdf,True
252,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MIC,8,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
253,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MIC,8,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
254,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MIC,8,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
255,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MIC,8,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
256,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MIC,8,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
257,Ag,0,Acinetobacter baumannii,0,,green_synthesis,MBC,16,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
258,Ag,0,Escherichia coli,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
259,Ag,0,Escherichia coli,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
260,Ag,0,Escherichia coli,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
261,Ag,0,Escherichia coli,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
262,Ag,0,Escherichia coli,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
263,Ag,0,Escherichia coli,0,,green_synthesis,MBC,128,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
264,Ag,0,Klebsiella sp.,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
265,Ag,0,Klebsiella sp.,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
266,Ag,0,Klebsiella sp.,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
267,Ag,0,Klebsiella sp.,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
268,Ag,0,Klebsiella sp.,0,,green_synthesis,MIC,64,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
269,Ag,0,Klebsiella sp.,0,,green_synthesis,MBC,128,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
270,Ag,0,Proteus sp.,0,,green_synthesis,MIC,32,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
271,Ag,0,Proteus sp.,0,,green_synthesis,MIC,32,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
272,Ag,0,Proteus sp.,0,,green_synthesis,MIC,32,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
273,Ag,0,Proteus sp.,0,,green_synthesis,MIC,32,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
274,Ag,0,Proteus sp.,0,,green_synthesis,MIC,32,,,1.0,9.0,4.7,spherical,24.0,,,,,,,,,https://www.nature.com/articles/s41598-022-19698-0,10.1038/s41598-022-19698-0,30,Scientific Reports,Springer Science and Business Media LLC,2022,Synergistic antibacterial activity of silver nanoparticles biosynthesized by carbapenem-resistant Gram-negative bacilli,True,True,gold,30_s41598-022-19698-0.pdf,1,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,True
