sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
305,Au,Sphere,PEG,Chemical Reduction,Negative,,,50000.0,A,Mouse,Cerebellum,Neuronal,,24,,MTT,TetrazoliumSalt,92.341,10.1002/ppsc.201300357,10,,4.6,-7.6,C17.2,Particle &amp; Particle Systems Characterization,Wiley,2014,The Cellular Interactions of PEGylated Gold Nanoparticles: Effect of PEGylation on Cellular Uptake and Cytotoxicity,False,TRUE,green,10_soenen2014.pdf,1,data/pdfs/pdf_cytotox/10_soenen2014.pdf,True
306,Au,Sphere,PEG,Chemical Reduction,Negative,,,50000.0,A,Mouse,Cerebellum,Neuronal,,24,,MTT,TetrazoliumSalt,88.739,10.1002/ppsc.201300357,10,,4.6,-7.6,C17.2,Particle &amp; Particle Systems Characterization,Wiley,2014,The Cellular Interactions of PEGylated Gold Nanoparticles: Effect of PEGylation on Cellular Uptake and Cytotoxicity,False,TRUE,green,10_soenen2014.pdf,1,data/pdfs/pdf_cytotox/10_soenen2014.pdf,True
307,Au,Sphere,PEG,Chemical Reduction,Negative,,,50000.0,A,Mouse,Cerebellum,Neuronal,,24,,MTT,TetrazoliumSalt,82.545,10.1002/ppsc.201300357,10,,4.6,-7.6,C17.2,Particle &amp; Particle Systems Characterization,Wiley,2014,The Cellular Interactions of PEGylated Gold Nanoparticles: Effect of PEGylation on Cellular Uptake and Cytotoxicity,False,TRUE,green,10_soenen2014.pdf,1,data/pdfs/pdf_cytotox/10_soenen2014.pdf,True
308,Au,Sphere,PEG,Chemical Reduction,Negative,,,50000.0,A,Mouse,Cerebellum,Neuronal,,24,,MTT,TetrazoliumSalt,71.597,10.1002/ppsc.201300357,10,,4.6,-7.6,C17.2,Particle &amp; Particle Systems Characterization,Wiley,2014,The Cellular Interactions of PEGylated Gold Nanoparticles: Effect of PEGylation on Cellular Uptake and Cytotoxicity,False,TRUE,green,10_soenen2014.pdf,1,data/pdfs/pdf_cytotox/10_soenen2014.pdf,True
1025,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,79.57,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1026,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,80.645,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1027,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,82.437,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1028,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,82.079,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1029,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,70.968,10.1186/s11671-019-2967-1,28,,8.7,42.28,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1030,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,88.53,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1031,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,89.068,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1032,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,85.484,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1033,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,78.495,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1034,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,48.746,10.1186/s11671-019-2967-1,28,,99.0,47.44,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1035,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,17.921,10.1186/s11671-019-2967-1,28,,,33.23,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1036,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,19.176,10.1186/s11671-019-2967-1,28,,,33.23,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1037,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,19.534,10.1186/s11671-019-2967-1,28,,,33.23,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1038,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,21.326,10.1186/s11671-019-2967-1,28,,,33.23,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1039,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Stomach,Epithelial,Adult,24,,MTT,TetrazoliumSalt,3.7634,10.1186/s11671-019-2967-1,28,,,33.23,AGS,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1040,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,107.26,10.1186/s11671-019-2967-1,28,,8.7,42.28,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1041,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,101.59,10.1186/s11671-019-2967-1,28,,8.7,42.28,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1042,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,98.761,10.1186/s11671-019-2967-1,28,,8.7,42.28,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1043,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,85.664,10.1186/s11671-019-2967-1,28,,8.7,42.28,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1044,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,67.257,10.1186/s11671-019-2967-1,28,,8.7,42.28,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1045,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,84.779,10.1186/s11671-019-2967-1,28,,99.0,47.44,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1046,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,83.54,10.1186/s11671-019-2967-1,28,,99.0,47.44,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1047,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,76.637,10.1186/s11671-019-2967-1,28,,99.0,47.44,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1048,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,60.885,10.1186/s11671-019-2967-1,28,,99.0,47.44,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1049,Au,Star,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,34.69,10.1186/s11671-019-2967-1,28,,99.0,47.44,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1050,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,5.4867,10.1186/s11671-019-2967-1,28,,,33.23,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1051,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,5.4867,10.1186/s11671-019-2967-1,28,,,33.23,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1052,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,5.4867,10.1186/s11671-019-2967-1,28,,,33.23,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1053,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,4.2478,10.1186/s11671-019-2967-1,28,,,33.23,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1054,Au,Rod,Chitosan,Seed-Mediated Growth Method,Positive,,,5000.0,H,Human,Cervix,Epithelial,Adult,24,,MTT,TetrazoliumSalt,4.2478,10.1186/s11671-019-2967-1,28,,,33.23,HeLa,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1055,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Liver,Epithelial,Adult,24,,MTT,TetrazoliumSalt,71.45,10.1186/s11671-019-2967-1,28,,8.7,42.28,HepG2,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1056,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Liver,Epithelial,Adult,24,,MTT,TetrazoliumSalt,63.976,10.1186/s11671-019-2967-1,28,,8.7,42.28,HepG2,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1057,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Liver,Epithelial,Adult,24,,MTT,TetrazoliumSalt,50.673,10.1186/s11671-019-2967-1,28,,8.7,42.28,HepG2,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
1058,Au,Sphere,Chitosan,Green Synthesis,Positive,,,5000.0,H,Human,Liver,Epithelial,Adult,24,,MTT,TetrazoliumSalt,46.637,10.1186/s11671-019-2967-1,28,,8.7,42.28,HepG2,Nanoscale Research Letters,Springer Science and Business Media LLC,2019,Shape-dependent cytotoxicity and cellular uptake of gold nanoparticles synthesized using green tea extract,True,TRUE,gold,28_10.1186@s11671-019-2967-1.pdf,1,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,True
