sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3440,C,Nanotube,,Commercial,Neutral,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,2.0,NRU,NeutralRed,101.23,10.1186/s12951-017-0318-x,109,,17.6,0.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3441,C,Nanotube,,Commercial,Neutral,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,4.0,NRU,NeutralRed,104.63,10.1186/s12951-017-0318-x,109,,17.6,0.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3442,C,Nanotube,,Commercial,Neutral,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,8.0,NRU,NeutralRed,104.63,10.1186/s12951-017-0318-x,109,,17.6,0.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3443,C,Nanotube,,Commercial,Neutral,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,16.0,NRU,NeutralRed,102.47,10.1186/s12951-017-0318-x,109,,17.6,0.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3444,C,Nanotube,,Commercial,Neutral,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,32.0,NRU,NeutralRed,107.1,10.1186/s12951-017-0318-x,109,,17.6,0.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3445,C,Nanotube,,Commercial,Negative,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,2.0,NRU,NeutralRed,100.46,10.1186/s12951-017-0318-x,109,,17.4,-18.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3446,C,Nanotube,,Commercial,Negative,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,4.0,NRU,NeutralRed,99.691,10.1186/s12951-017-0318-x,109,,17.4,-18.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3447,C,Nanotube,,Commercial,Negative,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,8.0,NRU,NeutralRed,100.0,10.1186/s12951-017-0318-x,109,,17.4,-18.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3448,C,Nanotube,,Commercial,Negative,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,16.0,NRU,NeutralRed,96.296,10.1186/s12951-017-0318-x,109,,17.4,-18.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
3449,C,Nanotube,,Commercial,Negative,,,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24,32.0,NRU,NeutralRed,86.883,10.1186/s12951-017-0318-x,109,,17.4,-18.9,HUVEC,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2017,The adverse vascular effects of multi-walled carbon nanotubes (MWCNTs) to human vein endothelial cells (HUVECs) in vitro: role of length of MWCNTs,True,True,gold,109_long2017.pdf,1
