sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
5022,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5023,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,99.55157,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5024,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,94.61883,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5025,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,94.1704,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5026,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,94.61883,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5027,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,93.27354,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5028,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,92.37668,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5029,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,90.13453,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5030,TiO2,,,,,,,,H,Human,Kidney,Spindle,A,24,,WST-1,tetrazolium salt,89.6861,10.1186/1743-8977-5-22,146,,47.83,,IP15,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5031,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5032,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5033,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5034,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5035,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5036,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,100.0,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5037,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,92.82511,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5038,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,90.13453,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
5039,TiO2,,,,,,,,A,Pig,Kidney,Epithelial,A,24,,WST-1,tetrazolium salt,73.99103,10.1186/1743-8977-5-22,146,,47.83,,LLC-PK1,Particle and Fibre Toxicology,Springer Science and Business Media LLC,2008,In vitro effects of nanoparticles on renal cells,True,True,gold,146_10.1186@1743-8977-5-22.pdf,1
