domain,pdf,doi,doi_url,suggested_filename,notes
nanozymes,J.JCIS.2021.06.170,10.1016/j.jcis.2021.06.170,https://doi.org/10.1016/j.jcis.2021.06.170,J.JCIS.2021.06.170.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,J.JCIS.2022.01.041,10.1016/j.jcis.2022.01.041,https://doi.org/10.1016/j.jcis.2022.01.041,J.JCIS.2022.01.041.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,J.LWT.2021.112821,10.1016/j.lwt.2021.112821,https://doi.org/10.1016/j.lwt.2021.112821,J.LWT.2021.112821.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,J.SINTL.2020.100031,10.1016/j.sintl.2020.100031,https://doi.org/10.1016/j.sintl.2020.100031,J.SINTL.2020.100031.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,J.SNB.2016.04.041,10.1016/j.snb.2016.04.041,https://doi.org/10.1016/j.snb.2016.04.041,J.SNB.2016.04.041.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,ACS.ANALCHEM.7B02880,10.1021/acs.analchem.7b02880,https://doi.org/10.1021/acs.analchem.7b02880,ACS.ANALCHEM.7B02880.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,ACSOMEGA.0C00147,10.1021/acsomega.0c00147,https://doi.org/10.1021/acsomega.0c00147,ACSOMEGA.0C00147.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,ACSOMEGA.9B03252,10.1021/acsomega.9b03252,https://doi.org/10.1021/acsomega.9b03252,ACSOMEGA.9B03252.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,CM8031863,10.1021/cm8031863,https://doi.org/10.1021/cm8031863,CM8031863.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,JACS.0C12605,10.1021/jacs.0c12605,https://doi.org/10.1021/jacs.0c12605,JACS.0C12605.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,JACS.5B09337,10.1021/jacs.5b09337,https://doi.org/10.1021/jacs.5b09337,JACS.5B09337.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,C6TB01233G,10.1039/C6TB01233G,https://doi.org/10.1039/C6TB01233G,C6TB01233G.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,C8TB01132J,10.1039/C8TB01132J,https://doi.org/10.1039/C8TB01132J,C8TB01132J.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,5416963,10.1155/2019/5416963,https://doi.org/10.1155/2019/5416963,5416963.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,CHEMOSENSORS10090359,10.3390/chemosensors10090359,https://doi.org/10.3390/chemosensors10090359,CHEMOSENSORS10090359.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,NANO10020313,10.3390/nano10020313,https://doi.org/10.3390/nano10020313,NANO10020313.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,NANO10061015,10.3390/nano10061015,https://doi.org/10.3390/nano10061015,NANO10061015.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,NANO12050755,10.3390/nano12050755,https://doi.org/10.3390/nano12050755,NANO12050755.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,NANO9020210,10.3390/nano9020210,https://doi.org/10.3390/nano9020210,NANO9020210.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
nanozymes,S16040584,10.3390/s16040584,https://doi.org/10.3390/s16040584,S16040584.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanozymes/ with suggested filename.
