pdf,doi,title,journal_name,publisher,year,access,is_oa,oa_status,reference
120_1-s2.0-S2772753X24001059-main.pdf,10.1016/j.focha.2024.100709,"Antibacterial, antioxidant, and anticancer effects of green synthesized silver/silver chloride nanoparticles using Spondias pinnata bark extract",Food Chemistry Advances,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2772753X24001059
111_1-s2.0-S0308814622019227-main.pdf,10.1016/j.foodchem.2022.133960,Physico-chemical properties and antimicrobial activity of silver nanoparticles fabricated by green synthesis,Food Chemistry,Elsevier BV,2023,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0308814622019227?via%3Dihub
203_1-s2.0-S0956713518302330-main.pdf,10.1016/j.foodcont.2018.05.008,"Investigation into the antibacterial activity of silver, zinc oxide and copper oxide nanoparticles against poultry-relevant isolates of Salmonella and Campylobacter",Food Control,Elsevier BV,2018,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0956713518302330?via%3Dihub#sec3
92_10.1016@j.heliyon.2019.e01333.pdf,10.1016/j.heliyon.2019.e01333,"Influence of Ag, Au and Pd noble metals doping on structural, optical and antimicrobial properties of zinc oxide and titanium dioxide nanomaterials",Heliyon,Elsevier BV,2019,1,True,gold,https://linkinghub.elsevier.com/retrieve/pii/S2405844018352824
114_10.1016@j.heliyon.2019.e02980.pdf,10.1016/j.heliyon.2019.e02980,"Synthesis and characterization of Rosa canina-mediated biogenic silver nanoparticles for anti-oxidant, antibacterial, antifungal, and DNA cleavage activities",Heliyon,Elsevier BV,2019,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844019366393
185_1-s2.0-S2405844020304692-main.pdf,10.1016/j.heliyon.2020.e03624,Characterization and the evaluation of antimicrobial activities of silver nanoparticles biosynthesized from Carya illinoinensis leaf extract,Heliyon,Elsevier BV,2020,1,True,gold,https://doi.org/10.1016/j.heliyon.2020.e03624
124_1-s2.0-S2405844020313372-main.pdf,10.1016/j.heliyon.2020.e04493,"Green synthesis of antimicrobial silver nanoparticles using aqueous leaf extracts from three Congolese plant species (Brillantaisia patula, Crossopteryx febrifuga and Senna siamea)",Heliyon,Elsevier BV,2020,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844020313372?via%3Dihub
205_1-s2.0-S2405844021021368-main.pdf,10.1016/j.heliyon.2021.e08033,Green synthesis of silver nanoparticles using aqueous extract of Acacia cyanophylla and its antibacterial activity,Heliyon,Elsevier BV,2021,1,True,gold,https://doi.org/10.1016/j.heliyon.2021.e08033
122_1-s2.0-S2405844022007605-main.pdf,10.1016/j.heliyon.2022.e09472,Silver nanoparticles synthesized by the heavy metal resistant strain Amycolatopsis tucumanensis and its application in controlling red strip disease in sugarcane,Heliyon,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844022007605?via%3Dihub#appsec1
122_1-s2.0-S2405844022007605-main.pdf,10.1016/j.heliyon.2022.e09474,"Evaluation PD-L1, CD8 and CD20 as early predictor and tracking markers for breast cancer (BC) in Egypt",Heliyon,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844022007605?via%3Dihub
154_1-s2.0-S2405844022012981-main.pdf,10.1016/j.heliyon.2022.e10010,Biosynthesis and antibacterial activity of silver nanoparticles using Flos Sophorae Immaturus extract,Heliyon,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844022012981?via%3Dihub
218_1-s2.0-S240584402302950X-main.pdf,10.1016/j.heliyon.2023.e15743,Biogenic synthesis of RICINUS COMMUNIS mediated iron and silver nanoparticles and its antibacterial and antifungal activity,Heliyon,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S240584402302950X?via%3Dihub#bib46
131_1-s2.0-S2405844023059960-main.pdf,10.1016/j.heliyon.2023.e18788,Facile fabrication of Nishamalaki churna mediated silver nanoparticles with antibacterial application,Heliyon,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844023059960?via%3Dihub
126_1-s2.0-S2405844023062692-main.pdf,10.1016/j.heliyon.2023.e19061,"Biosynthesis, characterization, and investigation of antimicrobial and cytotoxic activities of silver nanoparticles using Solanum tuberosum peel aqueous extract",Heliyon,Elsevier BV,2023,1,True,gold,https://doi.org/10.1016/j.heliyon.2023.e19061
144_1-s2.0-S2405844023099796-main.pdf,10.1016/j.heliyon.2023.e22771,Antibacterial potential of silver nanoparticles (SP-AgNPs) synthesized from Syzygium polyanthum (Wight) Walp. against selected foodborne pathogens,Heliyon,Elsevier BV,2023,1,True,gold,https://doi.org/10.1016/j.heliyon.2023.e22771
140_1-s2.0-S2405844024008466-main.pdf,10.1016/j.heliyon.2024.e24815,Phytosynthesis via wasted onion peel extract of samarium oxide/silver core/shell nanoparticles for excellent inhibition of microbes,Heliyon,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844024008466?via%3Dihub
117_1-s2.0-S240584402401291X-main.pdf,10.1016/j.heliyon.2024.e25260,A scalable route to quaternary ammonium-functionalized AgCl colloidal antimicrobials inhibiting food pathogenic bacteria and biofilms,Heliyon,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S240584402401291X
163_1-s2.0-S2405844024016955-main.pdf,10.1016/j.heliyon.2024.e25664,Antibacterial applications of biologically synthesized Pichia pastoris silver nanoparticles,Heliyon,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844024016955?via%3Dihub
182_main.pdf,10.1016/j.heliyon.2024.e28971,Penicillium polonicum-mediated green synthesis of silver nanoparticles: Unveiling antimicrobial and seed germination advancements,Heliyon,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844024050023
119_1-s2.0-S2405844024065319-main.pdf,10.1016/j.heliyon.2024.e30500,Synergistic effect of Silver-Nanodiamond composite as an efficient antibacterial agent against E. coli and S. aureus,Heliyon,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2405844024065319
146_1-s2.0-S2405844024071470-main.pdf,10.1016/j.heliyon.2024.e31116,Facile green synthesis of silver nanoparticles derived from the medicinal plant Clerodendrum serratum and its biological activity against Mycobacterium species,Heliyon,Elsevier BV,2024,1,True,green,https://doi.org/10.1016/j.heliyon.2024.e31116
200_1-s2.0-S0141813023028775-main.pdf,10.1016/j.ijbiomac.2023.125982,Novel combination of nanoparticles and metallo-ОІ-lactamase inhibitor/antimicrobial-based formulation to combat antibiotic resistant Enterococcus sp. and Pseudomonas sp. strains,International Journal of Biological Macromolecules,Elsevier BV,2023,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0141813023028775?via%3Dihub#bb0155
165_1-s2.0-S2590156724000173-main.pdf,10.1016/j.ijpx.2024.100245,Formulation and evaluation of azithromycin-loaded silver nanoparticles for the treatment of infected wounds,International Journal of Pharmaceutics: X,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2590156724000173?via%3Dihub
150_1-s2.0-S2666934X23000259-main.pdf,10.1016/j.jciso.2023.100098,Antibacterial composites based on halloysite with silver nanoparticles and polyoxometalates,JCIS Open,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2666934X23000259
133_1-s2.0-S030057122030066X-main.pdf,10.1016/j.jdent.2020.103327,Biogenic synthesis and antimicrobial activity of silica-coated silver nanoparticles for esthetic dental applications,Journal of Dentistry,Elsevier BV,2020,1,True,hybrid,https://doi.org/10.1016/j.jdent.2020.103327
161_1-s2.0-S0304389421012802-main.pdf,10.1016/j.jhazmat.2021.126316,Antimicrobial activity and toxicological risk assessment of silver nanoparticles synthesized using an eco-friendly method with Gloeophyllum striatum,Journal of Hazardous Materials,Elsevier BV,2021,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S0304389421012802?via%3Dihub
106_steffy2017.pdf,10.1016/j.jiph.2017.10.006,Enhanced antibacterial effects of green synthesized ZnO NPs using Aristolochia indica against Multi-drug resistant bacterial pathogens from Diabetic Foot Ulcer,Journal of Infection and Public Health,Elsevier BV,2018,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1876034117302812?via%3Dihub
137_asimuddin2018.pdf,10.1016/j.jksus.2018.09.014,Azadirachta indica based biosynthesis of silver nanoparticles and evaluation of their antibacterial and cytotoxic effects,Journal of King Saud University - Science,Elsevier BV,2020,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364718310863?via%3Dihub#s0010
219_1-s2.0-S1018364720303001-main.pdf,10.1016/j.jksus.2020.09.024,Green biosynthesis of silver nanoparticle using Commiphora myrrh extract and evaluation of their antimicrobial activity and colon cancer cells viability,Journal of King Saud University - Science,Elsevier BV,2020,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364720303001?via%3Dihub
157_1-s2.0-S1018364720304092-main.pdf,10.1016/j.jksus.2020.101296,"Biogenic synthesis, characterization and antimicrobial activity of Ixora brachypoda (DC) leaf extract mediated silver nanoparticles",Journal of King Saud University - Science,Elsevier BV,2021,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364720304092?via%3Dihub#s0045
166_1-s2.0-S1018364721002494-main.pdf,10.1016/j.jksus.2021.101587,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,Journal of King Saud University - Science,Elsevier BV,2021,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080
112_1-s2.0-S1018364721004110-main.pdf,10.1016/j.jksus.2021.101749,Preparation and antibacterial application of hydroxyapatite doped Silver nanoparticles derived from chicken bone,Journal of King Saud University - Science,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S101836472300366X?via%3Dihub
216_1-s2.0-S1018364722000775-main.pdf,10.1016/j.jksus.2022.101896,Green synthesis and antimicrobial efficacy of titanium dioxide nanoparticles using Luffa acutangula leaf extract,Journal of King Saud University - Science,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025
220_1-s2.0-S1018364722000787-main.pdf,10.1016/j.jksus.2022.101897,Green synthesis of silver nanoparticles by Pisum sativum L. (pea) pod against multidrug resistant foodborne pathogens,Journal of King Saud University - Science,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364722000787?via%3Dihub
132_1-s2.0-S1018364722005547-main.pdf,10.1016/j.jksus.2022.102373,Synthesis and characterization of silver nanomaterial from aqueous extract of Commelina forskaolii and its potential antimicrobial activity against Gram negative pathogens,Journal of King Saud University - Science,Elsevier BV,2023,1,True,gold,https://doi.org/10.1016/j.jksus.2022.102373
217_1-s2.0-S1018364723004214-main.pdf,10.1016/j.jksus.2023.102959,Microwave-assisted green synthesis of silver nanoparticles by extracts of fig fruits and myrrh oleogum resin and their role in antibacterial activity,Journal of King Saud University - Science,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1018364723004214?via%3Dihub
170_1-s2.0-S1018364724001769-main.pdf,10.1016/j.jksus.2024.103264,Biosynthesis of silver nano particles (AgNPs) from blue green algae (Arthrospira platensis) and their anti-pathogenic applications,Journal of King Saud University - Science,Elsevier BV,2024,1,True,gold,https://doi.org/10.1016/j.jksus.2024.103264
184_1-s2.0-S1018364724002489-main.pdf,10.1016/j.jksus.2024.103336,"Biosynthesis, characterization and monitoring in vitro antibacterial efficiencies of AgNPs with filamentous cyanobacteria Spirulina sp. And S. Subsalsa against pathogenic bacteria",Journal of King Saud University - Science,Elsevier BV,2024,1,True,gold,https://doi.org/10.1016/j.jksus.2024.103336
192_1-s2.0-S1684118216300238-main.pdf,10.1016/j.jmii.2016.03.002,Antimicrobial activity of biosilver nanoparticles produced by a novel Streptacidiphilus durhamensis strain,"Journal of Microbiology, Immunology and Infection",Elsevier BV,2018,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1684118216300238?via%3Dihub
172_1-s2.0-S2238785422002198-main.pdf,10.1016/j.jmrt.2022.02.049,Lignin as a multi-functional agent for the synthesis of Ag nanoparticles and its application in antibacterial coatings,Journal of Materials Research and Technology,Elsevier BV,2022,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2238785422002198?via%3Dihub
160_1-s2.0-S1687850724001882-main.pdf,10.1016/j.jrras.2024.101004,Evaluation of antimicrobial and antioxidant effects of silver nanoparticles synthesized with leaves of Lepidium draba L.,Journal of Radiation Research and Applied Sciences,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1687850724001882#sec2.5
118_1-s2.0-S1319610314001586-main.pdf,10.1016/j.jscs.2014.10.004,Sustainable synthesis of silver nanoparticles using macroalgae Spirogyra varians and analysis of their antibacterial activity,Journal of Saudi Chemical Society,Springer Science and Business Media LLC,2016,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1319610314001586
204_1-s2.0-S1658361217300483-main.pdf,10.1016/j.jtumed.2017.02.008,Synthesis of silver nanoparticles with antimicrobial and anti-adherence activities against multidrug-resistant isolates from Acinetobacter baumannii,Journal of Taibah University Medical Sciences,Elsevier BV,2017,1,True,gold,https://doi.org/10.1016/j.jtumed.2017.02.008
23_1-s2.0-S0944501315300136-main.pdf,10.1016/j.micres.2015.09.009,"Mycosynthesis of silver and gold nanoparticles: Optimization, characterization and antimicrobial activity against human pathogens",Microbiological Research,Elsevier BV,2016,1,True,bronze,https://www.sciencedirect.com/science/article/pii/S0944501315300136
113_1-s2.0-S2773078623000079-main.pdf,10.1016/j.napere.2023.100026,Ecofriendly fabrication of silver nanoparticles using quince petal extract and its antibacterial properties against fire blight disease,Journal of Natural Pesticide Research,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2773078623000079
123_1-s2.0-S2949822823000710-main.pdf,10.1016/j.nxmate.2023.100071,"Structural and antibacterial evaluation of copper, silver, and bimetallic silver/copper nanoalloys synthesized in chitosan biopolymer",Next Materials,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2949822823000710
156_1-s2.0-S294982952400024X-main.pdf,10.1016/j.nxnano.2024.100063,"Synthesis, antimicrobial and antioxidant bioevaluation of silver nanoparticles using leaf extract of Sarcochlamys pulcherrima",Next Nanotechnology,Elsevier BV,2024,1,True,gold,https://doi.org/10.1016/j.nxnano.2024.100063
148_1-s2.0-S2352952022000469-main.pdf,10.1016/j.onano.2022.100084,"Rumex nervosus mediated green synthesis of silver nanoparticles and evaluation of its in vitro antibacterial, and cytotoxic activity",OpenNano,Elsevier BV,2022,1,True,gold,https://doi.org/10.1016/j.onano.2022.100084
115_1-s2.0-S2352952023000270-main.pdf,10.1016/j.onano.2023.100148,Green-synthesized silver nanoparticles using Aloe maculata extract as antibacterial agent for potential topical application,OpenNano,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2352952023000270?via%3Dihub
149_1-s2.0-S2773111123000293-main.pdf,10.1016/j.plana.2023.100052,"Facile bio-genic synthesis of Astragalus sarcocolla (Anzaroot) gum extract mediated silver nanoparticles: Characterizations, antimicrobial and antioxidant activities",Plant Nano Biology,Elsevier BV,2023,1,True,gold,https://doi.org/10.1016/j.plana.2023.100052
109_gunalan2012.pdf,10.1016/j.pnsc.2012.11.015,Green synthesized ZnO nanoparticles against bacterial and fungal pathogens,Progress in Natural Science: Materials International,Elsevier BV,2012,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S1002007112001426
194_1-s2.0-S003257912300514X-main.pdf,10.1016/j.psj.2023.102995,Molecular detection of multidrug-resistant Pseudomonas aeruginosa of different avian sources with pathogenicity testing and in vitro evaluation of antibacterial efficacy of silver nanoparticles against multidrug-resistant P. aeruginosa,Poultry Science,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S003257912300514X?via%3Dihub
162_1-s2.0-S2211715622004052-main.pdf,10.1016/j.rechem.2022.100686,Characterization of the biosynthesized Syzygium aromaticum-mediated silver nanoparticles and its antibacterial and antibiofilm activity in combination with bacteriophage,Results in Chemistry,Elsevier BV,2023,1,True,gold,https://doi.org/10.1016/j.rechem.2022.100686
128_1-s2.0-S2211715623002229-main.pdf,10.1016/j.rechem.2023.100983,"Gold nanoparticles, silver nanoparticles, and silver-gold nanocomposites using Suaeda maritima: Phytochemical analyses, biosynthesis, characterization, and biological activity",Results in Chemistry,Elsevier BV,2023,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2211715623002229
168_1-s2.0-S2211715623005131-main.pdf,10.1016/j.rechem.2023.101274,Green synthesis of silver nanoparticles using curcumin: A comparative study of antimicrobial and antibiofilm effects on Acinetobacter baumannii against chemical conventional methods,Results in Chemistry,Elsevier BV,2024,1,True,gold,https://doi.org/10.1016/j.rechem.2023.101274
134_1-s2.0-S2211715624002066-main.pdf,10.1016/j.rechem.2024.101510,"Green synthesis of non-toxic silver nanoparticles using Salvia tebesana Bunge extract: Optimization, cytotoxicity, and antibacterial activities",Results in Chemistry,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2211715624002066?via%3Dihub
136_1-s2.0-S2590048X24000244-main.pdf,10.1016/j.rinma.2024.100550,"Characterization, antioxidant, antibacterial, and antibiofilm properties of biosynthesized Ag/AgCl nanoparticles using Origanum ehrenbergii Boiss",Results in Materials,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2590048X24000244?via%3Dihub
184_1-s2.0-S1018364724002489-main.pdf,10.1016/j.rinp.2017.07.044,Green synthesis of silver nanoparticles using a Melissa officinalis leaf extract with antibacterial properties,Results in Physics,Elsevier BV,2017,1,True,gold,https://www.sciencedirect.com/science/article/pii/S2211379717309932#s0030
201_1-s2.0-S1013905218301780-main.pdf,10.1016/j.sdentj.2018.10.004,In vitro evaluation of antimicrobial property of silver nanoparticles and chlorhexidine against five different oral pathogenic bacteria,The Saudi Dental Journal,Springer Science and Business Media LLC,2019,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1013905218301780?via%3Dihub
151_1-s2.0-S1319562X19301676-main.pdf,10.1016/j.sjbs.2019.09.005,Green synthesis and structural classification of Acacia nilotica mediated-silver doped titanium oxide (Ag/TiO2) spherical nanoparticles: Assessment of its antimicrobial and anticancer activity,Saudi Journal of Biological Sciences,Elsevier BV,2019,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S1319562X19301676?via%3Dihub#s0010
186_1-s2.0-S1319562X2030139X-main.pdf,10.1016/j.sjbs.2020.04.026,Eco-friendly synthesis of silver nanoparticles by Bacillus subtilis and their antibacterial activity,Saudi Journal of Biological Sciences,Elsevier BV,2020,1,True,hybrid,https://doi.org/10.1016/j.sjbs.2020.04.026
147_1-s2.0-S1319562X21003788-main.pdf,10.1016/j.sjbs.2021.05.007,Green synthesis of silver nanoparticles from aqueous extract of Scutellaria barbata and coating on the cotton fabric for antimicrobial applications and wound healing activity in fibroblast cells (L929),Saudi Journal of Biological Sciences,Elsevier BV,2021,1,True,hybrid,https://doi.org/10.1016/j.sjbs.2021.05.007
191_1-s2.0-S1319562X21007725-main.pdf,10.1016/j.sjbs.2021.08.084,"Green synthesis of Silver nanoparticles using Streptomyces hirsutus strain SNPGA-8 and their characterization, antimicrobial activity, and anticancer activity against human lung carcinoma cell line A549",Saudi Journal of Biological Sciences,Elsevier BV,2022,1,True,hybrid,https://doi.org/10.1016/j.sjbs.2021.08.084
129_1-s2.0-S1319562X21010408-main.pdf,10.1016/j.sjbs.2021.12.007,Phytosynthesis of silver nanoparticles from Jatropha integerrima Jacq. flower extract and their possible applications as antibacterial and antioxidant agent,Saudi Journal of Biological Sciences,Elsevier BV,2022,1,True,hybrid,https://doi.org/10.1016/j.sjbs.2021.12.007
135_1-s2.0-S1319562X22003734-main.pdf,10.1016/j.sjbs.2022.103457,Antibacterial and antibiofilm effects of silver nanoparticles against the uropathogen Escherichia coli U12,Saudi Journal of Biological Sciences,Elsevier BV,2022,1,True,hybrid,https://www.sciencedirect.com/science/article/pii/S1319562X22003734?via%3Dihub
176_1-s2.0-S1350417724001718-main.pdf,10.1016/j.ultsonch.2024.106923,UPLC-qTOF-MS phytochemical profile of Commiphora gileadensis leaf extract via integrated ultrasonic-microwave-assisted technique and synthesis of silver nanoparticles for enhanced antibacterial properties,Ultrasonics Sonochemistry,Elsevier BV,2024,1,True,gold,https://www.sciencedirect.com/science/article/pii/S1350417724001718?via%3Dihub
