domain,pdf,doi,status,reason,saved_path,source_url
nanozymes,J.JCIS.2018.12.093,10.1016/j.jcis.2018.12.093,failed,request_error:ConnectTimeout,,
nanozymes,J.JCIS.2021.06.170,10.1016/j.jcis.2021.06.170,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,J.JCIS.2022.01.041,10.1016/j.jcis.2022.01.041,failed,not_pdf:text/html; charset=UTF-8,,
nanozymes,J.LWT.2021.112821,10.1016/j.lwt.2021.112821,failed,not_pdf:text/html;charset=UTF-8,,
nanozymes,J.SINTL.2020.100031,10.1016/j.sintl.2020.100031,failed,http_403,,
nanozymes,J.SNB.2016.04.041,10.1016/j.snb.2016.04.041,failed,no_oa_url,,
nanozymes,ACS.ANALCHEM.7B02880,10.1021/acs.analchem.7b02880,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,ACSOMEGA.0C00147,10.1021/acsomega.0c00147,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,ACSOMEGA.9B03252,10.1021/acsomega.9b03252,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,CM8031863,10.1021/cm8031863,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,JACS.0C12605,10.1021/jacs.0c12605,failed,request_error:ConnectTimeout,,
nanozymes,JACS.5B09337,10.1021/jacs.5b09337,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,SREP35344,10.1038/srep35344,downloaded,downloaded,data/pdfs/pdf_nanozymes/SREP35344.pdf,https://www.nature.com/articles/srep35344.pdf
nanozymes,SREP40103,10.1038/srep40103,downloaded,downloaded,data/pdfs/pdf_nanozymes/SREP40103.pdf,https://www.nature.com/articles/srep40103.pdf
nanozymes,C6TB01233G,10.1039/C6TB01233G,failed,no_oa_url,,
nanozymes,C7RA10370K,10.1039/C7RA10370K,downloaded,downloaded,data/pdfs/pdf_nanozymes/C7RA10370K.pdf,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c7ra10370k
nanozymes,C8RA05487H,10.1039/C8RA05487H,downloaded,downloaded,data/pdfs/pdf_nanozymes/C8RA05487H.pdf,https://pubs.rsc.org/en/content/articlepdf/2019/ra/c8ra05487h
nanozymes,C8TB01132J,10.1039/C8TB01132J,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,C9RA01227C,10.1039/C9RA01227C,downloaded,downloaded,data/pdfs/pdf_nanozymes/C9RA01227C.pdf,https://pubs.rsc.org/en/content/articlepdf/2019/ra/c9ra01227c
nanozymes,D0RA05342B,10.1039/D0RA05342B,downloaded,downloaded,data/pdfs/pdf_nanozymes/D0RA05342B.pdf,https://pubs.rsc.org/en/content/articlepdf/2020/ra/d0ra05342b
nanozymes,D1RA03456A,10.1039/D1RA03456A,downloaded,downloaded,data/pdfs/pdf_nanozymes/D1RA03456A.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/ra/d1ra03456a
nanozymes,5416963,10.1155/2019/5416963,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,S129510190487X,10.1186/s12951-019-0487-x,downloaded,downloaded,data/pdfs/pdf_nanozymes/S129510190487X.pdf,https://jnanobiotechnology.biomedcentral.com/track/pdf/10.1186/s12951-019-0487-x
nanozymes,CHEMOSENSORS10090359,10.3390/chemosensors10090359,failed,http_403,,
nanozymes,NANO10020313,10.3390/nano10020313,failed,http_403,,
nanozymes,NANO10061015,10.3390/nano10061015,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,NANO12050755,10.3390/nano12050755,failed,request_error:SSLError,,
nanozymes,NANO9020210,10.3390/nano9020210,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,S16040584,10.3390/s16040584,failed,not_pdf:text/html; charset=utf-8,,
nanozymes,THNO.19257,10.7150/thno.19257,downloaded,downloaded,data/pdfs/pdf_nanozymes/THNO.19257.pdf,https://www.thno.org/v07p2277.pdf
synergy,33_s11274-017-2406-3.pdf,10.1007/s11274-017-2406-3,downloaded,downloaded,data/pdfs/pdf_synergy/33_s11274-017-2406-3.pdf,https://link.springer.com/content/pdf/10.1007/s11274-017-2406-3.pdf
synergy,53_burygin2009.pdf,10.1007/s11671-009-9316-8,downloaded,downloaded,data/pdfs/pdf_synergy/53_burygin2009.pdf,https://link.springer.com/content/pdf/10.1007/s11671-009-9316-8.pdf
synergy,43_roshmi2015.pdf,10.1007/s13404-015-0162-4,downloaded,downloaded,data/pdfs/pdf_synergy/43_roshmi2015.pdf,https://link.springer.com/content/pdf/10.1007/s13404-015-0162-4.pdf
synergy,69_pageni2018.pdf,10.1016/j.biomaterials.2018.05.007,failed,no_oa_url,,
synergy,70_10.1016@j.dib.2019.104929.pdf,10.1016/j.dib.2019.104929,failed,not_pdf:text/html; charset=utf-8,,
synergy,63_pallela2019.pdf,10.1016/j.heliyon.2019.e02765,failed,not_pdf:text/html; charset=utf-8,,
synergy,45_1-s2.0-S1876034121003282-main.pdf,10.1016/j.jiph.2021.10.007,failed,http_403,,
synergy,55_8f8eba2a8c57f32465306f7e987d8050.pdf,10.1016/j.jsps.2018.11.010,failed,not_pdf:text/html; charset=utf-8,,
synergy,23_1-s2.0-S0944501315300136-main.pdf,10.1016/j.micres.2015.09.009,failed,no_oa_url,,
synergy,66_1-s2.0-S2590123022001207-main.pdf,10.1016/j.rineng.2022.100450,failed,http_403,,
synergy,83_10.1016@j.sajb.2019.05.024.pdf,10.1016/j.sajb.2019.05.024,failed,not_pdf:text/html;charset=UTF-8,,
synergy,41_li2014.pdf,10.1021/nn5042625,failed,not_pdf:text/html; charset=utf-8,,
synergy,30_s41598-022-19698-0.pdf,10.1038/s41598-022-19698-0,downloaded,downloaded,data/pdfs/pdf_synergy/30_s41598-022-19698-0.pdf,https://www.nature.com/articles/s41598-022-19698-0.pdf
synergy,31_thirumurugan2016.pdf,10.1038/srep29982,downloaded,downloaded,data/pdfs/pdf_synergy/31_thirumurugan2016.pdf,https://www.nature.com/articles/srep29982.pdf
synergy,75_d1ra04390k.pdf,10.1039/d1ra04390k,downloaded,downloaded,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/ra/d1ra04390k
synergy,78_priyanka2016.pdf,10.1049/iet-nbt.2015.0038,failed,not_pdf:text/html; charset=utf-8,,
synergy,2_ghafoori2017.pdf,10.1088/2043-6254/aa92bb,failed,not_pdf:text/html; charset=UTF-8,,
synergy,19_markowska2014.pdf,10.1099/jmm.0.068833-0,failed,no_oa_url,,
synergy,22_lambio0680.pdf,10.1111/lam.13759,failed,request_error:ConnectionError,,
synergy,5_habash2014.pdf,10.1128/aac.03170-14,failed,not_pdf:text/html; charset=utf-8,,
synergy,72_10.1186@s12951-020-0588-6.pdf,10.1186/s12951-020-0588-6,downloaded,downloaded,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-020-0588-6
synergy,28_10.1371@journal.pone.0224904.pdf,10.1371/journal.pone.0224904,downloaded,downloaded,data/pdfs/pdf_synergy/28_10.1371@journal.pone.0224904.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0224904&type=printable
synergy,89_sharma2016.pdf,10.1590/0001-3765201620150713,downloaded,downloaded,data/pdfs/pdf_synergy/89_sharma2016.pdf,http://www.scielo.br/pdf/aabc/v88n3s0/0001-3765-aabc-201620150713.pdf
synergy,34_abo-shama2020.pdf,10.2147/idr.s234425,downloaded,downloaded,data/pdfs/pdf_synergy/34_abo-shama2020.pdf,https://www.dovepress.com/article/download/51638
synergy,56_li2016.pdf,10.2147/ijn.s119618,failed,not_pdf:text/html; charset=utf-8,,
synergy,35_10.2147@IJN.S246484.pdf,10.2147/ijn.s246484,failed,request_error:ConnectionError,,
synergy,36_chopade2012.pdf,10.2147/ijn.s24793,failed,http_404,,
synergy,62_azam2012.pdf,10.2147/ijn.s29020,failed,not_pdf:text/html; charset=UTF-8,,
synergy,37_chopade2013.pdf,10.2147/ijn.s48913,failed,not_pdf:text/html; charset=UTF-8,,
synergy,16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,10.2147/ijn.s49284,failed,not_pdf:text/html; charset=UTF-8,,
synergy,86_2023.08.01.34.pdf,10.21931/rb/2023.08.01.34,failed,http_403,,
synergy,38_NMRJ_Volume 5_Issue 1_Pages 44-54.pdf,10.22034/nmrj.2020.01.006,failed,no_oa_url,,
synergy,68_patra2016.pdf,10.3109/21691401.2016.1153484,failed,http_403,,
synergy,11_fbioe-09-652362.pdf,10.3389/fbioe.2021.652362,failed,not_pdf:text/html; charset=utf-8,,
synergy,12_patra2017.pdf,10.3389/fmicb.2017.00167,downloaded,downloaded,data/pdfs/pdf_synergy/12_patra2017.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/pdf
synergy,13_pompilio2018.pdf,10.3389/fmicb.2018.01349,failed,not_pdf:text/html; charset=utf-8,,
synergy,14_fmicb-12-750556.pdf,10.3389/fmicb.2021.750556,downloaded,downloaded,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/pdf
synergy,15_fmicb-13-929491.pdf,10.3389/fmicb.2022.929491,downloaded,downloaded,data/pdfs/pdf_synergy/15_fmicb-13-929491.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2022.929491/pdf
synergy,3_antibiotics-11-01205-v2.pdf,10.3390/antibiotics11091205,failed,not_pdf:text/html; charset=utf-8,,
synergy,4_antibiotics-11-01219-v2.pdf,10.3390/antibiotics11091219,failed,not_pdf:text/html; charset=utf-8,,
synergy,77_catalysts-12-00181-v3.pdf,10.3390/catal12020181,failed,http_403,,
synergy,91_crystals-12-01513-v3.pdf,10.3390/cryst12111513,failed,http_403,,
synergy,71_jfb-13-00138.pdf,10.3390/jfb13030138,failed,not_pdf:text/html; charset=utf-8,,
synergy,74_grumezescu2014.pdf,10.3390/molecules19045013,failed,http_403,,
synergy,61_10.3390@molecules24173055.pdf,10.3390/molecules24173055,failed,not_pdf:text/html; charset=utf-8,,
synergy,24_swolana2020.pdf,10.3390/nano10051010,failed,not_pdf:text/html; charset=utf-8,,
synergy,52_shamaila2016.pdf,10.3390/nano6040071,failed,http_403,,
synergy,29_10.3390@polym13040659.pdf,10.3390/polym13040659,failed,not_pdf:text/html; charset=utf-8,,
synergy,54_polymers-14-00771-v2.pdf,10.3390/polym14040771,failed,not_pdf:text/html; charset=utf-8,,
synergy,82_processes-11-00272.pdf,10.3390/pr11010272,failed,http_403,,
synergy,39_PM-13-828.pdf,10.4103/pm.pm_120_17,failed,no_oa_url,,
synergy,79_10.4236@jbnb.2010.11005.pdf,10.4236/jbnb.2010.11005,downloaded,downloaded,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,http://www.scirp.org/journal/PaperDownload.aspx?paperID=3005
synergy,57_2634_pdf.pdf,10.7324/japs.2018.8516,downloaded,downloaded,data/pdfs/pdf_synergy/57_2634_pdf.pdf,http://www.japsonline.com/admin/php/uploads/2634_pdf.pdf
nanomag,adfm.201403436.pdf,10.1002/adfm.201403436,failed,http_403,,
nanomag,adma.201101877.pdf,10.1002/adma.201101877,failed,not_pdf:text/html; charset=utf-8,,
nanomag,adma.201203169.pdf,10.1002/adma.201203169,failed,not_pdf:text/html; charset=utf-8,,
nanomag,advs.201901800.pdf,10.1002/advs.201901800,failed,not_pdf:text/html; charset=utf-8,,
nanomag,anie.201100101.pdf,10.1002/anie.201100101,failed,http_405,,
nanomag,cmmi.1473.pdf,10.1002/cmmi.1473,downloaded,downloaded,data/pdfs/pdf_nanomag/cmmi.1473.pdf,https://orbi.umons.ac.be/bitstream/20.500.12907/13955/1/ye2012.pdf
nanomag,smll.202107426.pdf,10.1002/smll.202107426,failed,request_error:SSLError,,
nanomag,smtd.202300647.pdf,10.1002/smtd.202300647,downloaded,downloaded,data/pdfs/pdf_nanomag/smtd.202300647.pdf,https://pure.au.dk/ws/files/417856313/Small_Methods_-_2023_-_Muzzi_-_Defect_Engineering_by_Solvent_Mediated_Mild_Oxidation_as_a_Tool_to_Induce_Exchange_Bias_in.pdf
nanomag,j.bioactmat.2021.09.028.pdf,10.1016/j.bioactmat.2021.09.028,failed,not_pdf:text/html; charset=utf-8,,
nanomag,j.colsurfa.2023.132281.pdf,10.1016/j.colsurfa.2023.132281,downloaded,downloaded,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,https://hal.science/hal-04283600/document
nanomag,j.heliyon.2023.e22876.pdf,10.1016/j.heliyon.2023.e22876,failed,http_403,,
nanomag,j.jcis.2020.06.011.pdf,10.1016/j.jcis.2020.06.011,failed,no_oa_url,,
nanomag,j.jmmm.2007.01.007.pdf,10.1016/j.jmmm.2007.01.007,downloaded,downloaded,data/pdfs/pdf_nanomag/j.jmmm.2007.01.007.pdf,https://arxiv.org/pdf/nlin/0604027
nanomag,j.jmmm.2018.05.064.pdf,10.1016/j.jmmm.2018.05.064,failed,no_oa_url,,
nanomag,j.jmmm.2019.165783.pdf,10.1016/j.jmmm.2019.165783,failed,no_oa_url,,
nanomag,j.jmmm.2019.165940.pdf,10.1016/j.jmmm.2019.165940,failed,no_oa_url,,
nanomag,j.jsamd.2020.04.001.pdf,10.1016/j.jsamd.2020.04.001,failed,http_403,,
nanomag,j.materresbull.2022.112035.pdf,10.1016/j.materresbull.2022.112035,failed,no_oa_url,,
nanomag,j.msec.2009.09.003.pdf,10.1016/j.msec.2009.09.003,failed,not_pdf:text/html; charset=utf-8,,
nanomag,j.rinp.2024.107469.pdf,10.1016/j.rinp.2024.107469,failed,http_403,,
nanomag,acs.chemmater.0c03017.pdf,10.1021/acs.chemmater.0c03017,failed,no_oa_url,,
nanomag,acs.jpcc.7b01469.pdf,10.1021/acs.jpcc.7b01469,failed,request_error:ConnectTimeout,,
nanomag,acs.nanolett.0c02795.pdf,10.1021/acs.nanolett.0c02795,failed,not_pdf:text/html; charset=utf-8,,
nanomag,acsami.3c18334.pdf,10.1021/acsami.3c18334,downloaded,downloaded,data/pdfs/pdf_nanomag/acsami.3c18334.pdf,https://ddd.uab.cat/pub/artpub/2024/kb7j62cq3re3/acsappmat_a2024_v16_p14799.pdf
nanomag,acsnano.8b06542.pdf,10.1021/acsnano.8b06542,failed,no_oa_url,,
nanomag,acsomega.0c03332.pdf,10.1021/acsomega.0c03332,failed,not_pdf:text/html; charset=utf-8,,
nanomag,acsomega.0c05382.pdf,10.1021/acsomega.0c05382,failed,not_pdf:text/html; charset=utf-8,,
nanomag,acsomega.8b03004.pdf,10.1021/acsomega.8b03004,failed,not_pdf:text/html; charset=utf-8,,
nanomag,ja104503g.pdf,10.1021/ja104503g,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nl102623x.pdf,10.1021/nl102623x,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nn101643u.pdf,10.1021/nn101643u,failed,no_oa_url,,
nanomag,nn305991e.pdf,10.1021/nn305991e,failed,no_oa_url,,
nanomag,nn5038652.pdf,10.1021/nn5038652,failed,not_pdf:text/html; charset=utf-8,,
nanomag,ncomms15468.pdf,10.1038/ncomms15468,downloaded,downloaded,data/pdfs/pdf_nanomag/ncomms15468.pdf,https://www.nature.com/articles/ncomms15468.pdf
nanomag,ncomms3266.pdf,10.1038/ncomms3266,downloaded,downloaded,data/pdfs/pdf_nanomag/ncomms3266.pdf,https://www.nature.com/articles/ncomms3266.pdf
nanomag,s41467-024-47537-5.pdf,10.1038/s41467-024-47537-5,downloaded,downloaded,data/pdfs/pdf_nanomag/s41467-024-47537-5.pdf,https://www.nature.com/articles/s41467-024-47537-5.pdf
nanomag,s41598-018-19676-5.pdf,10.1038/s41598-018-19676-5,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-018-19676-5.pdf,https://www.nature.com/articles/s41598-018-19676-5.pdf
nanomag,s41598-019-55649-y.pdf,10.1038/s41598-019-55649-y,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-019-55649-y.pdf,https://www.nature.com/articles/s41598-019-55649-y.pdf
nanomag,s41598-020-74188-5.pdf,10.1038/s41598-020-74188-5,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-020-74188-5.pdf,https://www.nature.com/articles/s41598-020-74188-5.pdf
nanomag,s41598-020-75669-3.pdf,10.1038/s41598-020-75669-3,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-020-75669-3.pdf,https://www.nature.com/articles/s41598-020-75669-3.pdf
nanomag,s41598-023-43734-2.pdf,10.1038/s41598-023-43734-2,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-023-43734-2.pdf,https://www.nature.com/articles/s41598-023-43734-2.pdf
nanomag,s41598-024-65757-z.pdf,10.1038/s41598-024-65757-z,downloaded,downloaded,data/pdfs/pdf_nanomag/s41598-024-65757-z.pdf,https://www.nature.com/articles/s41598-024-65757-z.pdf
nanomag,srep06641.pdf,10.1038/srep06641,downloaded,downloaded,data/pdfs/pdf_nanomag/srep06641.pdf,https://www.nature.com/articles/srep06641.pdf
nanomag,C7NR03740F.pdf,10.1039/C7NR03740F,failed,request_error:ConnectTimeout,,
nanomag,D1RA01902C.pdf,10.1039/D1RA01902C,downloaded,downloaded,data/pdfs/pdf_nanomag/D1RA01902C.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/ra/d1ra01902c
nanomag,D2MA00629D.pdf,10.1039/D2MA00629D,downloaded,downloaded,data/pdfs/pdf_nanomag/D2MA00629D.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ma/d2ma00629d
nanomag,D2TC03144B.pdf,10.1039/D2TC03144B,downloaded,downloaded,data/pdfs/pdf_nanomag/D2TC03144B.pdf,https://arxiv.org/pdf/2306.13108
nanomag,D3NA01108A.pdf,10.1039/D3NA01108A,downloaded,downloaded,data/pdfs/pdf_nanomag/D3NA01108A.pdf,https://pubs.rsc.org/en/content/articlepdf/2024/na/d3na01108a
nanomag,c5nr00055f.pdf,10.1039/c5nr00055f,downloaded,downloaded,data/pdfs/pdf_nanomag/c5nr00055f.pdf,https://pubs.rsc.org/en/content/articlepdf/2015/nr/c5nr00055f
nanomag,c5nr00774g.pdf,10.1039/c5nr00774g,downloaded,downloaded,data/pdfs/pdf_nanomag/c5nr00774g.pdf,https://pubs.rsc.org/en/content/articlepdf/2015/nr/c5nr00774g
nanomag,c6nr01303a.pdf,10.1039/c6nr01303a,downloaded,downloaded,data/pdfs/pdf_nanomag/c6nr01303a.pdf,https://pubs.rsc.org/en/content/articlepdf/2016/nr/c6nr01303a
nanomag,c7ra05495e.pdf,10.1039/c7ra05495e,downloaded,downloaded,data/pdfs/pdf_nanomag/c7ra05495e.pdf,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c7ra05495e
nanomag,d0na00820f.pdf,10.1039/d0na00820f,downloaded,downloaded,data/pdfs/pdf_nanomag/d0na00820f.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/na/d0na00820f
nanomag,d1na00312g.pdf,10.1039/d1na00312g,downloaded,downloaded,data/pdfs/pdf_nanomag/d1na00312g.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/na/d1na00312g
nanomag,d1nr03335b.pdf,10.1039/d1nr03335b,downloaded,downloaded,data/pdfs/pdf_nanomag/d1nr03335b.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/nr/d1nr03335b
nanomag,d2ra04454d.pdf,10.1039/d2ra04454d,downloaded,downloaded,data/pdfs/pdf_nanomag/d2ra04454d.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ra/d2ra04454d
nanomag,d2tc03144b.pdf,10.1039/d2tc03144b,downloaded,downloaded,data/pdfs/pdf_nanomag/d2tc03144b.pdf,https://arxiv.org/pdf/2306.13108
nanomag,1.2736303.pdf,10.1063/1.2736303,failed,request_error:SSLError,,
nanomag,1.2739217.pdf,10.1063/1.2739217,downloaded,downloaded,data/pdfs/pdf_nanomag/1.2739217.pdf,https://arxiv.org/pdf/cond-mat/0610078
nanomag,1.4926424.pdf,10.1063/1.4926424,failed,no_oa_url,,
nanomag,1.4979919.pdf,10.1063/1.4979919,failed,http_403,,
nanomag,1.4982893.pdf,10.1063/1.4982893,failed,http_403,,
nanomag,1.5041017.pdf,10.1063/1.5041017,failed,http_403,,
nanomag,1.5135586.pdf,10.1063/1.5135586,failed,request_error:ConnectionError,,
nanomag,5.0008366.pdf,10.1063/5.0008366,failed,not_pdf:text/html;charset=utf-8,,
nanomag,5.0015339.pdf,10.1063/5.0015339,downloaded,downloaded,data/pdfs/pdf_nanomag/5.0015339.pdf,https://arxiv.org/pdf/2008.05971
nanomag,9.0000340.pdf,10.1063/9.0000340,failed,http_403,,
nanomag,9.0000547.pdf,10.1063/9.0000547,failed,request_error:ConnectTimeout,,
nanomag,9.0000552.pdf,10.1063/9.0000552,failed,http_403,,
nanomag,9.0000561.pdf,10.1063/9.0000561,failed,http_403,,
nanomag,9.0000583.pdf,10.1063/9.0000583,failed,http_403,,
nanomag,9.0000845.pdf,10.1063/9.0000845,failed,http_403,,
nanomag,pnas.0902365106.pdf,10.1073/pnas.0902365106,failed,not_pdf:text/html; charset=utf-8,,
nanomag,245002.pdf,10.1088/0022-3727/43/24/245002,failed,no_oa_url,,
nanomag,017.pdf,10.1088/0957-4484/15/4/017,failed,not_pdf:text/html; charset=UTF-8,,
nanomag,abc386.pdf,10.1088/1361-6528/abc386,failed,request_error:SSLError,,
nanomag,012001.pdf,10.1088/1742-6596/663/1/012001,failed,request_error:ConnectTimeout,,
nanomag,ab65e4.pdf,10.1088/2053-1591/ab65e4,downloaded,downloaded,data/pdfs/pdf_nanomag/ab65e4.pdf,https://iopscience.iop.org/article/10.1088/2053-1591/ab65e4/pdf
nanomag,ab66a4.pdf,10.1088/2053-1591/ab66a4,failed,not_pdf:text/html; charset=UTF-8,,
nanomag,ab7e6e.pdf,10.1088/2053-1591/ab7e6e,failed,not_pdf:text/html; charset=UTF-8,,
nanomag,abce87.pdf,10.1088/2053-1591/abce87,failed,not_pdf:text/html; charset=UTF-8,,
nanomag,PhysRevB.80.064427.pdf,10.1103/PhysRevB.80.064427,downloaded,downloaded,data/pdfs/pdf_nanomag/PhysRevB.80.064427.pdf,https://arxiv.org/pdf/0905.0268
nanomag,PhysRevB.92.054416.pdf,10.1103/PhysRevB.92.054416,failed,request_error:ConnectTimeout,,
nanomag,PhysRevB.94.054432.pdf,10.1103/PhysRevB.94.054432,failed,request_error:ConnectTimeout,,
nanomag,PhysRevB.94.184410.pdf,10.1103/PhysRevB.94.184410,downloaded,downloaded,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,https://arxiv.org/pdf/1607.01336
nanomag,physrevb.92.054416.pdf,10.1103/physrevb.92.054416,failed,request_error:ConnectTimeout,,
nanomag,physrevb.94.184410.pdf,10.1103/physrevb.94.184410,downloaded,downloaded,data/pdfs/pdf_nanomag/physrevb.94.184410.pdf,https://arxiv.org/pdf/1607.01336
nanomag,462540.pdf,10.1155/2013/462540,failed,http_403,,
nanomag,3743164.pdf,10.1155/2018/3743164,failed,http_403,,
nanomag,5066167.pdf,10.1155/2022/5066167,failed,not_pdf:text/html; charset=utf-8,,
nanomag,s12951-020-0580-1.pdf,10.1186/s12951-020-0580-1,failed,not_pdf:text/html; charset=utf-8,,
nanomag,s12951-022-01562-y.pdf,10.1186/s12951-022-01562-y,downloaded,downloaded,data/pdfs/pdf_nanomag/s12951-022-01562-y.pdf,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-022-01562-y
nanomag,s40580-014-0032-4.pdf,10.1186/s40580-014-0032-4,downloaded,downloaded,data/pdfs/pdf_nanomag/s40580-014-0032-4.pdf,https://nanoconvergencejournal.springeropen.com/counter/pdf/10.1186/s40580-014-0032-4
nanomag,v1.pdf,10.21203/rs.3.rs-3848974/v1,downloaded,downloaded,data/pdfs/pdf_nanomag/v1.pdf,https://www.researchsquare.com/article/rs-3848974/latest.pdf
nanomag,ijn.s322894.pdf,10.2147/ijn.s322894,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nnm-2020-0467.pdf,10.2217/nnm-2020-0467,failed,http_403,,
nanomag,applnano1010007.pdf,10.3390/applnano1010007,failed,request_error:SSLError,,
nanomag,coatings11020122.pdf,10.3390/coatings11020122,failed,http_403,,
nanomag,ijms23158279.pdf,10.3390/ijms23158279,failed,not_pdf:text/html; charset=utf-8,,
nanomag,ijms232314825.pdf,10.3390/ijms232314825,failed,not_pdf:text/html; charset=utf-8,,
nanomag,ma15062228.pdf,10.3390/ma15062228,failed,not_pdf:text/html; charset=utf-8,,
nanomag,magnetochemistry7030040.pdf,10.3390/magnetochemistry7030040,failed,http_403,,
nanomag,magnetochemistry7110146.pdf,10.3390/magnetochemistry7110146,failed,http_403,,
nanomag,magnetochemistry8120165.pdf,10.3390/magnetochemistry8120165,failed,http_403,,
nanomag,nano10050907.pdf,10.3390/nano10050907,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nano11030627.pdf,10.3390/nano11030627,failed,http_500,,
nanomag,nano12020262.pdf,10.3390/nano12020262,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nano12030456.pdf,10.3390/nano12030456,failed,not_pdf:text/html; charset=utf-8,,
nanomag,nano12173023.pdf,10.3390/nano12173023,failed,not_pdf:text/html; charset=utf-8,,
