domain,pdf,doi,doi_url,suggested_filename,notes
synergy,35_10.2147@IJN.S246484.pdf,10.2147/ijn.s246484,https://doi.org/10.2147/ijn.s246484,35_10.2147@IJN.S246484.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,36_chopade2012.pdf,10.2147/ijn.s24793,https://doi.org/10.2147/ijn.s24793,36_chopade2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,62_azam2012.pdf,10.2147/ijn.s29020,https://doi.org/10.2147/ijn.s29020,62_azam2012.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,37_chopade2013.pdf,10.2147/ijn.s48913,https://doi.org/10.2147/ijn.s48913,37_chopade2013.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,10.2147/ijn.s49284,https://doi.org/10.2147/ijn.s49284,16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,86_2023.08.01.34.pdf,10.21931/rb/2023.08.01.34,https://doi.org/10.21931/rb/2023.08.01.34,86_2023.08.01.34.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,38_NMRJ_Volume 5_Issue 1_Pages 44-54.pdf,10.22034/nmrj.2020.01.006,https://doi.org/10.22034/nmrj.2020.01.006,38_NMRJ_Volume_5_Issue_1_Pages_44-54.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,68_patra2016.pdf,10.3109/21691401.2016.1153484,https://doi.org/10.3109/21691401.2016.1153484,68_patra2016.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,11_fbioe-09-652362.pdf,10.3389/fbioe.2021.652362,https://doi.org/10.3389/fbioe.2021.652362,11_fbioe-09-652362.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,13_pompilio2018.pdf,10.3389/fmicb.2018.01349,https://doi.org/10.3389/fmicb.2018.01349,13_pompilio2018.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,3_antibiotics-11-01205-v2.pdf,10.3390/antibiotics11091205,https://doi.org/10.3390/antibiotics11091205,3_antibiotics-11-01205-v2.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,4_antibiotics-11-01219-v2.pdf,10.3390/antibiotics11091219,https://doi.org/10.3390/antibiotics11091219,4_antibiotics-11-01219-v2.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,77_catalysts-12-00181-v3.pdf,10.3390/catal12020181,https://doi.org/10.3390/catal12020181,77_catalysts-12-00181-v3.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,91_crystals-12-01513-v3.pdf,10.3390/cryst12111513,https://doi.org/10.3390/cryst12111513,91_crystals-12-01513-v3.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,71_jfb-13-00138.pdf,10.3390/jfb13030138,https://doi.org/10.3390/jfb13030138,71_jfb-13-00138.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,74_grumezescu2014.pdf,10.3390/molecules19045013,https://doi.org/10.3390/molecules19045013,74_grumezescu2014.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,61_10.3390@molecules24173055.pdf,10.3390/molecules24173055,https://doi.org/10.3390/molecules24173055,61_10.3390@molecules24173055.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,24_swolana2020.pdf,10.3390/nano10051010,https://doi.org/10.3390/nano10051010,24_swolana2020.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,52_shamaila2016.pdf,10.3390/nano6040071,https://doi.org/10.3390/nano6040071,52_shamaila2016.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,29_10.3390@polym13040659.pdf,10.3390/polym13040659,https://doi.org/10.3390/polym13040659,29_10.3390@polym13040659.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,54_polymers-14-00771-v2.pdf,10.3390/polym14040771,https://doi.org/10.3390/polym14040771,54_polymers-14-00771-v2.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,82_processes-11-00272.pdf,10.3390/pr11010272,https://doi.org/10.3390/pr11010272,82_processes-11-00272.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
synergy,39_PM-13-828.pdf,10.4103/pm.pm_120_17,https://doi.org/10.4103/pm.pm_120_17,39_PM-13-828.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_synergy/ with suggested filename.
nanomag,adfm.201403436.pdf,10.1002/adfm.201403436,https://doi.org/10.1002/adfm.201403436,adfm.201403436.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,adma.201101877.pdf,10.1002/adma.201101877,https://doi.org/10.1002/adma.201101877,adma.201101877.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,adma.201203169.pdf,10.1002/adma.201203169,https://doi.org/10.1002/adma.201203169,adma.201203169.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,advs.201901800.pdf,10.1002/advs.201901800,https://doi.org/10.1002/advs.201901800,advs.201901800.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,anie.201100101.pdf,10.1002/anie.201100101,https://doi.org/10.1002/anie.201100101,anie.201100101.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,smll.202107426.pdf,10.1002/smll.202107426,https://doi.org/10.1002/smll.202107426,smll.202107426.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.bioactmat.2021.09.028.pdf,10.1016/j.bioactmat.2021.09.028,https://doi.org/10.1016/j.bioactmat.2021.09.028,j.bioactmat.2021.09.028.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.heliyon.2023.e22876.pdf,10.1016/j.heliyon.2023.e22876,https://doi.org/10.1016/j.heliyon.2023.e22876,j.heliyon.2023.e22876.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jcis.2020.06.011.pdf,10.1016/j.jcis.2020.06.011,https://doi.org/10.1016/j.jcis.2020.06.011,j.jcis.2020.06.011.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2018.05.064.pdf,10.1016/j.jmmm.2018.05.064,https://doi.org/10.1016/j.jmmm.2018.05.064,j.jmmm.2018.05.064.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2019.165783.pdf,10.1016/j.jmmm.2019.165783,https://doi.org/10.1016/j.jmmm.2019.165783,j.jmmm.2019.165783.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jmmm.2019.165940.pdf,10.1016/j.jmmm.2019.165940,https://doi.org/10.1016/j.jmmm.2019.165940,j.jmmm.2019.165940.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.jsamd.2020.04.001.pdf,10.1016/j.jsamd.2020.04.001,https://doi.org/10.1016/j.jsamd.2020.04.001,j.jsamd.2020.04.001.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.materresbull.2022.112035.pdf,10.1016/j.materresbull.2022.112035,https://doi.org/10.1016/j.materresbull.2022.112035,j.materresbull.2022.112035.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.msec.2009.09.003.pdf,10.1016/j.msec.2009.09.003,https://doi.org/10.1016/j.msec.2009.09.003,j.msec.2009.09.003.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,j.rinp.2024.107469.pdf,10.1016/j.rinp.2024.107469,https://doi.org/10.1016/j.rinp.2024.107469,j.rinp.2024.107469.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.chemmater.0c03017.pdf,10.1021/acs.chemmater.0c03017,https://doi.org/10.1021/acs.chemmater.0c03017,acs.chemmater.0c03017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.jpcc.7b01469.pdf,10.1021/acs.jpcc.7b01469,https://doi.org/10.1021/acs.jpcc.7b01469,acs.jpcc.7b01469.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acs.nanolett.0c02795.pdf,10.1021/acs.nanolett.0c02795,https://doi.org/10.1021/acs.nanolett.0c02795,acs.nanolett.0c02795.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsnano.8b06542.pdf,10.1021/acsnano.8b06542,https://doi.org/10.1021/acsnano.8b06542,acsnano.8b06542.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.0c03332.pdf,10.1021/acsomega.0c03332,https://doi.org/10.1021/acsomega.0c03332,acsomega.0c03332.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.0c05382.pdf,10.1021/acsomega.0c05382,https://doi.org/10.1021/acsomega.0c05382,acsomega.0c05382.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,acsomega.8b03004.pdf,10.1021/acsomega.8b03004,https://doi.org/10.1021/acsomega.8b03004,acsomega.8b03004.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ja104503g.pdf,10.1021/ja104503g,https://doi.org/10.1021/ja104503g,ja104503g.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nl102623x.pdf,10.1021/nl102623x,https://doi.org/10.1021/nl102623x,nl102623x.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn101643u.pdf,10.1021/nn101643u,https://doi.org/10.1021/nn101643u,nn101643u.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn305991e.pdf,10.1021/nn305991e,https://doi.org/10.1021/nn305991e,nn305991e.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,nn5038652.pdf,10.1021/nn5038652,https://doi.org/10.1021/nn5038652,nn5038652.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,C7NR03740F.pdf,10.1039/C7NR03740F,https://doi.org/10.1039/C7NR03740F,C7NR03740F.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.2736303.pdf,10.1063/1.2736303,https://doi.org/10.1063/1.2736303,1.2736303.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4926424.pdf,10.1063/1.4926424,https://doi.org/10.1063/1.4926424,1.4926424.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4979919.pdf,10.1063/1.4979919,https://doi.org/10.1063/1.4979919,1.4979919.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.4982893.pdf,10.1063/1.4982893,https://doi.org/10.1063/1.4982893,1.4982893.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.5041017.pdf,10.1063/1.5041017,https://doi.org/10.1063/1.5041017,1.5041017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,1.5135586.pdf,10.1063/1.5135586,https://doi.org/10.1063/1.5135586,1.5135586.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,5.0008366.pdf,10.1063/5.0008366,https://doi.org/10.1063/5.0008366,5.0008366.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000340.pdf,10.1063/9.0000340,https://doi.org/10.1063/9.0000340,9.0000340.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000547.pdf,10.1063/9.0000547,https://doi.org/10.1063/9.0000547,9.0000547.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000552.pdf,10.1063/9.0000552,https://doi.org/10.1063/9.0000552,9.0000552.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000561.pdf,10.1063/9.0000561,https://doi.org/10.1063/9.0000561,9.0000561.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000583.pdf,10.1063/9.0000583,https://doi.org/10.1063/9.0000583,9.0000583.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,9.0000845.pdf,10.1063/9.0000845,https://doi.org/10.1063/9.0000845,9.0000845.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,pnas.0902365106.pdf,10.1073/pnas.0902365106,https://doi.org/10.1073/pnas.0902365106,pnas.0902365106.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,245002.pdf,10.1088/0022-3727/43/24/245002,https://doi.org/10.1088/0022-3727/43/24/245002,245002.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,017.pdf,10.1088/0957-4484/15/4/017,https://doi.org/10.1088/0957-4484/15/4/017,017.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,abc386.pdf,10.1088/1361-6528/abc386,https://doi.org/10.1088/1361-6528/abc386,abc386.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,012001.pdf,10.1088/1742-6596/663/1/012001,https://doi.org/10.1088/1742-6596/663/1/012001,012001.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ab66a4.pdf,10.1088/2053-1591/ab66a4,https://doi.org/10.1088/2053-1591/ab66a4,ab66a4.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,ab7e6e.pdf,10.1088/2053-1591/ab7e6e,https://doi.org/10.1088/2053-1591/ab7e6e,ab7e6e.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,abce87.pdf,10.1088/2053-1591/abce87,https://doi.org/10.1088/2053-1591/abce87,abce87.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,PhysRevB.92.054416.pdf,10.1103/PhysRevB.92.054416,https://doi.org/10.1103/PhysRevB.92.054416,PhysRevB.92.054416.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,PhysRevB.94.054432.pdf,10.1103/PhysRevB.94.054432,https://doi.org/10.1103/PhysRevB.94.054432,PhysRevB.94.054432.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,physrevb.92.054416.pdf,10.1103/physrevb.92.054416,https://doi.org/10.1103/physrevb.92.054416,physrevb.92.054416.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
nanomag,462540.pdf,10.1155/2013/462540,https://doi.org/10.1155/2013/462540,462540.pdf,Download only legal OA PDF. Save into data/pdfs/pdf_nanomag/ with suggested filename.
