domain,pdf,doi,status,reason,saved_path,source_url
seltox,134_1-s2.0-S2211715624002066-main.pdf,10.1016/j.rechem.2024.101510,downloaded,downloaded,data/pdfs/pdf_seltox/134_1-s2.0-S2211715624002066-main.pdf,https://eprints.whiterose.ac.uk/214085/1/Green%20synthesis%20of%20non-toxic%20silver%20nanoparticles%20using%20Salvia%20tebesana%20Bunge%20extract%20Optimization%2C%20cytotoxicity%2C%20and%20antibacterial%20activities.pdf
seltox,136_1-s2.0-S2590048X24000244-main.pdf,10.1016/j.rinma.2024.100550,failed,http_403,,
seltox,184_1-s2.0-S1018364724002489-main.pdf,10.1016/j.rinp.2017.07.044,failed,http_403,,
seltox,201_1-s2.0-S1013905218301780-main.pdf,10.1016/j.sdentj.2018.10.004,failed,not_pdf:text/html; charset=utf-8,,
seltox,151_1-s2.0-S1319562X19301676-main.pdf,10.1016/j.sjbs.2019.09.005,failed,not_pdf:text/html;charset=UTF-8,,
seltox,186_1-s2.0-S1319562X2030139X-main.pdf,10.1016/j.sjbs.2020.04.026,failed,not_pdf:text/html; charset=utf-8,,
seltox,147_1-s2.0-S1319562X21003788-main.pdf,10.1016/j.sjbs.2021.05.007,failed,not_pdf:text/html; charset=utf-8,,
seltox,191_1-s2.0-S1319562X21007725-main.pdf,10.1016/j.sjbs.2021.08.084,failed,not_pdf:text/html; charset=utf-8,,
seltox,129_1-s2.0-S1319562X21010408-main.pdf,10.1016/j.sjbs.2021.12.007,failed,not_pdf:text/html; charset=utf-8,,
seltox,135_1-s2.0-S1319562X22003734-main.pdf,10.1016/j.sjbs.2022.103457,failed,not_pdf:text/html; charset=utf-8,,
seltox,176_1-s2.0-S1350417724001718-main.pdf,10.1016/j.ultsonch.2024.106923,failed,http_403,,
seltox,30_s41598-022-19698-0.pdf,10.1038/s41598-022-19698-0,downloaded,downloaded,data/pdfs/pdf_seltox/30_s41598-022-19698-0.pdf,https://www.nature.com/articles/s41598-022-19698-0.pdf
seltox,31_thirumurugan2016.pdf,10.1038/srep29982,downloaded,downloaded,data/pdfs/pdf_seltox/31_thirumurugan2016.pdf,https://www.nature.com/articles/srep29982.pdf
seltox,178_d2ra00231k.pdf,10.1039/D2RA00231K,downloaded,downloaded,data/pdfs/pdf_seltox/178_d2ra00231k.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ra/d2ra00231k
seltox,202_d3ra07819a.pdf,10.1039/D3RA07819A,downloaded,downloaded,data/pdfs/pdf_seltox/202_d3ra07819a.pdf,https://pubs.rsc.org/en/content/articlepdf/2024/ra/d3ra07819a
seltox,142_c3ra44507k.pdf,10.1039/c3ra44507k,downloaded,downloaded,data/pdfs/pdf_seltox/142_c3ra44507k.pdf,https://pubs.rsc.org/en/content/articlepdf/2014/ra/c3ra44507k
seltox,164_c9na00017h.pdf,10.1039/c9na00017h,downloaded,downloaded,data/pdfs/pdf_seltox/164_c9na00017h.pdf,https://pubs.rsc.org/en/content/articlepdf/2019/na/c9na00017h
seltox,152_d1ra00488c.pdf,10.1039/d1ra00488c,downloaded,downloaded,data/pdfs/pdf_seltox/152_d1ra00488c.pdf,https://pubs.rsc.org/en/content/articlepdf/2021/ra/d1ra00488c
seltox,180_d1ra08238h.pdf,10.1039/d1ra08238h,downloaded,downloaded,data/pdfs/pdf_seltox/180_d1ra08238h.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ra/d1ra08238h
seltox,138_d2ma00613h.pdf,10.1039/d2ma00613h,downloaded,downloaded,data/pdfs/pdf_seltox/138_d2ma00613h.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ma/d2ma00613h
seltox,139_d2ra01734b.pdf,10.1039/d2ra01734b,downloaded,downloaded,data/pdfs/pdf_seltox/139_d2ra01734b.pdf,https://pubs.rsc.org/en/content/articlepdf/2022/ra/d2ra01734b
seltox,179_d2ra04717a.pdf,10.1039/d2ra04717a,failed,not_pdf:text/html; charset=utf-8,,
seltox,181_d3ma00089c.pdf,10.1039/d3ma00089c,downloaded,downloaded,data/pdfs/pdf_seltox/181_d3ma00089c.pdf,https://pubs.rsc.org/en/content/articlepdf/2023/ma/d3ma00089c
seltox,189_d3pm00077j.pdf,10.1039/d3pm00077j,downloaded,downloaded,data/pdfs/pdf_seltox/189_d3pm00077j.pdf,https://pubs.rsc.org/en/content/articlepdf/2024/pm/d3pm00077j
seltox,110_d3ra07733k.pdf,10.1039/d3ra07733k,downloaded,downloaded,data/pdfs/pdf_seltox/110_d3ra07733k.pdf,https://pubs.rsc.org/en/content/articlepdf/2024/ra/d3ra07733k
seltox,195_d4ra04140b.pdf,10.1039/d4ra04140b,downloaded,downloaded,data/pdfs/pdf_seltox/195_d4ra04140b.pdf,https://pubs.rsc.org/en/content/articlepdf/2024/ra/d4ra04140b
seltox,19_markowska2014.pdf,10.1099/jmm.0.068833-0,failed,no_oa_url,,
seltox,22_lambio0680.pdf,10.1111/lam.13759,failed,not_pdf:text/html; charset=utf-8,,
seltox,5_habash2014.pdf,10.1128/aac.03170-14,failed,not_pdf:text/html; charset=utf-8,,
seltox,24_swolana2020.pdf,10.1128/aac.03170-14,failed,not_pdf:text/html; charset=utf-8,,
seltox,130_Evidence-Based Complementary and Alternative Medicine - 2018 - Ansari - OneРІР‚С’Pot Facile Green Synthesis of Silver.pdf,10.1155/2018/1860280,failed,not_pdf:text/html; charset=utf-8,,
seltox,153_Bioinorganic Chemistry and Applications - 2019 - Qais - Antibacterial Effect of Silver Nanoparticles Synthesized Using.pdf,10.1155/2019/4649506,failed,not_pdf:text/html; charset=utf-8,,
seltox,24_swolana2020.pdf,10.1166/jnn.2018.15013,failed,no_oa_url,,
seltox,72_10.1186@s12951-020-0588-6.pdf,10.1186/s12951-020-0588-6,downloaded,downloaded,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,https://jnanobiotechnology.biomedcentral.com/counter/pdf/10.1186/s12951-020-0588-6
seltox,141_1-s2.0-S1687157X23007692-main.pdf,10.1186/s43141-020-00093-z,downloaded,downloaded,data/pdfs/pdf_seltox/141_1-s2.0-S1687157X23007692-main.pdf,https://jgeb.springeropen.com/track/pdf/10.1186/s43141-020-00093-z
seltox,177_1-s2.0-S1687157X23008247-main.pdf,10.1186/s43141-022-00414-4,downloaded,downloaded,data/pdfs/pdf_seltox/177_1-s2.0-S1687157X23008247-main.pdf,https://jgeb.springeropen.com/counter/pdf/10.1186/s43141-022-00414-4
seltox,28_10.1371@journal.pone.0224904.pdf,10.1371/journal.pone.0224904,downloaded,downloaded,data/pdfs/pdf_seltox/28_10.1371@journal.pone.0224904.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0224904&type=printable
seltox,105_journal.pone.0259190.pdf,10.1371/journal.pone.0259190,downloaded,downloaded,data/pdfs/pdf_seltox/105_journal.pone.0259190.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0259190&type=printable
seltox,103_alekish2018.pdf,10.14202/vetworld.2018.1428-1432,downloaded,downloaded,data/pdfs/pdf_seltox/103_alekish2018.pdf,http://www.veterinaryworld.org/Vol.11/October-2018/11.pdf
seltox,34_abo-shama2020.pdf,10.2147/IDR.S234425,downloaded,downloaded,data/pdfs/pdf_seltox/34_abo-shama2020.pdf,https://www.dovepress.com/article/download/51638
seltox,36_chopade2012.pdf,10.2147/IJN.S24793,failed,http_404,,
seltox,37_chopade2013.pdf,10.2147/IJN.S48913,failed,not_pdf:text/html; charset=UTF-8,,
seltox,16_IJN-49284-combined-efficacy-of-biologically-synthesized-silver-nanopar_081913.pdf,10.2147/IJN.S49284,failed,not_pdf:text/html; charset=UTF-8,,
seltox,38_NMRJ_Volume 5_Issue 1_Pages 44-54.pdf,10.22034/nmrj.2020.01.006,failed,no_oa_url,,
seltox,98_ijpr-19-70.pdf,10.22037/ijpr.2019.15578.13190,failed,no_oa_url,,
seltox,108_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/ JPAM.15.4.12,failed,no_oa_url,,
seltox,210_JPAM_Vol_15_Issue4_p_1907-1914.pdf,10.22207/JPAM.15.4.12,downloaded,downloaded,data/pdfs/pdf_seltox/210_JPAM_Vol_15_Issue4_p_1907-1914.pdf,https://microbiologyjournal.org/download/52954/
seltox,214_JMedLife-14-823.pdf,10.25122/jml-2021-0270,failed,not_pdf:text/html; charset=utf-8,,
seltox,93_green-synthesis-of-silver-nanoparticles-using-cinnamomum-zylinicum-and-their-synergistic-effect-against-multidrug-resistance-bacte.pdf,10.26502/jnr.2688-8521008,failed,not_pdf:text/html; charset=utf-8,,
seltox,125_848.pdf,10.2741/E848,failed,no_oa_url,,
seltox,127_1-s2.0-S0022030221000254-main.pdf,10.3168/jds.2020-19049,failed,http_403,,
seltox,211_fbioe-10-820218.pdf,10.3389/fbioe.2022.820218,failed,not_pdf:text/html; charset=utf-8,,
seltox,12_patra2017.pdf,10.3389/fmicb.2017.00167,downloaded,downloaded,data/pdfs/pdf_seltox/12_patra2017.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/pdf
seltox,13_pompilio2018.pdf,10.3389/fmicb.2018.01349,failed,not_pdf:text/html; charset=utf-8,,
seltox,15_fmicb-13-929491.pdf,10.3389/fmicb.2022.929491,downloaded,downloaded,data/pdfs/pdf_seltox/15_fmicb-13-929491.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2022.929491/pdf
seltox,4_antibiotics-11-01219-v2.pdf,10.3390/antibiotics11091219,failed,not_pdf:text/html; charset=utf-8,,
seltox,107_molecules-26-06140-v4.pdf,10.3390/molecules26206140,failed,not_pdf:text/html; charset=utf-8,,
seltox,24_swolana2020.pdf,10.3390/nano10051010,failed,not_pdf:text/html; charset=utf-8,,
seltox,99_10.3390@nano10081614.pdf,10.3390/nano10081614,failed,not_pdf:text/html; charset=utf-8,,
seltox,188_nanomaterials-08-00586-v2.pdf,10.3390/nano8080586,failed,not_pdf:text/html; charset=utf-8,,
seltox,29_10.3390@polym13040659.pdf,10.3390/polym13040659,failed,not_pdf:text/html; charset=utf-8,,
seltox,39_PM-13-828.pdf,10.4103/pm.pm_120_17,failed,no_oa_url,,
