domain,pdf,doi,status,reason,saved_path,source_url
cytotox,21_3c8805ef2a3d99c34dd3823dfe1e3bbc.pdf,10.1177/1559325818807382,failed,http_403,,
cytotox,138_hoskins2012.pdf,10.1186/1556-276x-7-77,failed,not_pdf:text/html; charset=utf-8,,
cytotox,146_10.1186@1743-8977-5-22.pdf,10.1186/1743-8977-5-22,downloaded,downloaded,data/pdfs/pdf_cytotox/146_10.1186@1743-8977-5-22.pdf,https://particleandfibretoxicology.biomedcentral.com/counter/pdf/10.1186/1743-8977-5-22
cytotox,156_lanone2009.pdf,10.1186/1743-8977-6-14,downloaded,downloaded,data/pdfs/pdf_cytotox/156_lanone2009.pdf,https://particleandfibretoxicology.biomedcentral.com/counter/pdf/10.1186/1743-8977-6-14
cytotox,161_uboldi2009.pdf,10.1186/1743-8977-6-18,downloaded,downloaded,data/pdfs/pdf_cytotox/161_uboldi2009.pdf,https://link.springer.com/content/pdf/10.1186/1743-8977-6-18.pdf
cytotox,28_10.1186@s11671-019-2967-1.pdf,10.1186/s11671-019-2967-1,downloaded,downloaded,data/pdfs/pdf_cytotox/28_10.1186@s11671-019-2967-1.pdf,https://link.springer.com/content/pdf/10.1186/s11671-019-2967-1.pdf
cytotox,109_long2017.pdf,10.1186/s12951-017-0318-x,downloaded,downloaded,data/pdfs/pdf_cytotox/109_long2017.pdf,https://jnanobiotechnology.biomedcentral.com/track/pdf/10.1186/s12951-017-0318-x
cytotox,35_10.1186@s12951-019-0456-4.pdf,10.1186/s12951-019-0456-4,failed,not_pdf:text/html; charset=utf-8,,
cytotox,46_boyles2015.pdf,10.1186/s12989-016-0160-6,downloaded,downloaded,data/pdfs/pdf_cytotox/46_boyles2015.pdf,https://particleandfibretoxicology.biomedcentral.com/counter/pdf/10.1186/s12989-016-0160-6
cytotox,106_jiang2013.pdf,10.1371/journal.pone.0065756,downloaded,downloaded,data/pdfs/pdf_cytotox/106_jiang2013.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0065756&type=printable
cytotox,98_siddiqui2013.pdf,10.1371/journal.pone.0069534,downloaded,downloaded,data/pdfs/pdf_cytotox/98_siddiqui2013.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0069534&type=printable
cytotox,74_liu2014.pdf,10.1371/journal.pone.0099175,downloaded,downloaded,data/pdfs/pdf_cytotox/74_liu2014.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0099175&type=printable
cytotox,110_zakrzewska2015.pdf,10.1371/journal.pone.0122579,downloaded,downloaded,data/pdfs/pdf_cytotox/110_zakrzewska2015.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0122579&type=printable
cytotox,87_naqvi2010.pdf,10.2147/ijn.s13244,failed,not_pdf:text/html; charset=utf-8,,
cytotox,50_wu2017.pdf,10.2147/ijn.s135189,failed,not_pdf:text/html; charset=UTF-8,,
cytotox,40_10.2147@IJN.S208225.pdf,10.2147/ijn.s208225,failed,not_pdf:text/html; charset=utf-8,,
cytotox,73_xia2019.pdf,10.2147/ijn.s214008,failed,http_404,,
cytotox,119_tyner2014.pdf,10.2147/ijn.s72580,failed,request_error:ConnectTimeout,,
cytotox,23_10.3390@cells8050444.pdf,10.3390/cells8050444,failed,http_403,,
cytotox,140_watanabe2013.pdf,10.3390/ijms140815546,failed,http_403,,
cytotox,19_10.3390@nano9081081.pdf,10.3390/nano9081081,failed,request_error:ConnectTimeout,,
cytotox,139_landgraf2015.pdf,10.3762/bjnano.6.28,downloaded,downloaded,data/pdfs/pdf_cytotox/139_landgraf2015.pdf,https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-6-28.pdf
cytotox,43_201915-pdf.pdf,10.3762/bxiv.2019.15.v1,downloaded,downloaded,data/pdfs/pdf_cytotox/43_201915-pdf.pdf,https://www.beilstein-archives.org/xiv/download/pdf/201915-pdf
cytotox,128_sonkusre2014.pdf,10.4172/2157-7439.1000194,downloaded,downloaded,data/pdfs/pdf_cytotox/128_sonkusre2014.pdf,https://doi.org/10.4172/2157-7439.1000194
cytotox,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,10.5402/2012/454072,failed,http_403,,
